DeviceLogId,DownloadDate,DeviceId,UserId,LogDate,Direction,AttDirection,C1,C2,C3,C4,C5,C6,C7,WorkCode,UpdateFlag,IsApproved,EmployeeImage,FileName,Longitude,Latitude,CreatedDate,LastModifiedDate,LocationAddress,BodyTemperature,IsMaskOn
29485,12/01/2020 11:05:54,21,HR/EN/1334,11/30/2020 17:09:50,,NULL,in,NULL,NULL,0,15,NULL,NULL,,0,-1,NULL,NULL,NULL,NULL,12/01/2020 11:05:54,NULL,NULL,0,0
43814,12/01/2020 11:27:06,23,HR/EN/0039,11/30/2020 17:08:31,,NULL,in,NULL,NULL,0,15,NULL,NULL,,0,-1,NULL,NULL,NULL,NULL,12/01/2020 11:27:06,NULL,NULL,0,0
43813,12/01/2020 11:27:06,23,HR/EN/0039,11/30/2020 17:08:24,,NULL,in,NULL,NULL,0,15,NULL,NULL,,0,-1,NULL,NULL,NULL,NULL,12/01/2020 11:27:06,NULL,NULL,0,0
43812,12/01/2020 11:27:06,23,HR/EN/0039,11/30/2020 17:08:19,,NULL,in,NULL,NULL,0,15,NULL,NULL,,0,-1,NULL,NULL,NULL,NULL,12/01/2020 11:27:06,NULL,NULL,0,0
43811,12/01/2020 11:27:06,23,HR/EN/0039,11/30/2020 17:08:13,,NULL,in,NULL,NULL,0,15,NULL,NULL,,0,-1,NULL,NULL,NULL,NULL,12/01/2020 11:27:06,NULL,NULL,0,0
82487,12/01/2020 12:30:20,19,HR/EN/0017,11/30/2020 17:07:31,,NULL,in,NULL,NULL,0,15,NULL,NULL,,0,-1,NULL,NULL,NULL,NULL,12/01/2020 12:30:20,NULL,NULL,0,0
82486,12/01/2020 12:30:20,19,HR/EN/0017,11/30/2020 17:07:26,,NULL,in,NULL,NULL,0,15,NULL,NULL,,0,-1,NULL,NULL,NULL,NULL,12/01/2020 12:30:20,NULL,NULL,0,0
43810,12/01/2020 11:27:06,23,HR/EN/0070,11/30/2020 17:07:17,,NULL,in,NULL,NULL,0,15,NULL,NULL,,0,-1,NULL,NULL,NULL,NULL,12/01/2020 11:27:06,NULL,NULL,0,0
43809,12/01/2020 11:27:06,23,HR/EN/0070,11/30/2020 17:07:13,,NULL,in,NULL,NULL,0,15,NULL,NULL,,0,-1,NULL,NULL,NULL,NULL,12/01/2020 11:27:06,NULL,NULL,0,0
43808,12/01/2020 11:27:06,23,HR/EN/1724,11/30/2020 17:05:20,,NULL,in,NULL,NULL,0,15,NULL,NULL,,0,-1,NULL,NULL,NULL,NULL,12/01/2020 11:27:06,NULL,NULL,0,0
29484,12/01/2020 11:05:54,21,HR/EN/1445,11/30/2020 17:05:19,,NULL,in,NULL,NULL,0,15,NULL,NULL,,0,-1,NULL,NULL,NULL,NULL,12/01/2020 11:05:54,NULL,NULL,0,0
29483,12/01/2020 11:05:54,21,HR/EN/1445,11/30/2020 17:05:15,,NULL,in,NULL,NULL,0,15,NULL,NULL,,0,-1,NULL,NULL,NULL,NULL,12/01/2020 11:05:54,NULL,NULL,0,0
43807,12/01/2020 11:27:06,23,HR/EN/1724,11/30/2020 17:05:14,,NULL,in,NULL,NULL,0,15,NULL,NULL,,0,-1,NULL,NULL,NULL,NULL,12/01/2020 11:27:06,NULL,NULL,0,0
29482,12/01/2020 11:05:54,21,HR/EN/1445,11/30/2020 17:05:13,,NULL,in,NULL,NULL,0,15,NULL,NULL,,0,-1,NULL,NULL,NULL,NULL,12/01/2020 11:05:54,NULL,NULL,0,0
43806,12/01/2020 11:27:06,23,HR/EN/1724,11/30/2020 17:05:09,,NULL,in,NULL,NULL,0,15,NULL,NULL,,0,-1,NULL,NULL,NULL,NULL,12/01/2020 11:27:06,NULL,NULL,0,0
29481,12/01/2020 11:05:54,21,HR/EN/1445,11/30/2020 17:05:02,,NULL,in,NULL,NULL,0,15,NULL,NULL,,0,-1,NULL,NULL,NULL,NULL,12/01/2020 11:05:54,NULL,NULL,0,0
82485,12/01/2020 12:30:20,19,HR/EN/0086,11/30/2020 17:02:40,,NULL,in,NULL,NULL,0,15,NULL,NULL,,0,-1,NULL,NULL,NULL,NULL,12/01/2020 12:30:20,NULL,NULL,0,0
29480,12/01/2020 11:05:54,21,HR/EN/0464,11/30/2020 17:02:36,,NULL,in,NULL,NULL,0,15,NULL,NULL,,0,-1,NULL,NULL,NULL,NULL,12/01/2020 11:05:54,NULL,NULL,0,0
82484,12/01/2020 12:30:20,19,HR/EN/0086,11/30/2020 17:02:35,,NULL,in,NULL,NULL,0,15,NULL,NULL,,0,-1,NULL,NULL,NULL,NULL,12/01/2020 12:30:20,NULL,NULL,0,0
29479,12/01/2020 11:05:54,21,HR/EN/0464,11/30/2020 17:02:33,,NULL,in,NULL,NULL,0,15,NULL,NULL,,0,-1,NULL,NULL,NULL,NULL,12/01/2020 11:05:54,NULL,NULL,0,0
82483,12/01/2020 12:30:20,19,HR/EN/0086,11/30/2020 17:02:32,,NULL,in,NULL,NULL,0,15,NULL,NULL,,0,-1,NULL,NULL,NULL,NULL,12/01/2020 12:30:20,NULL,NULL,0,0
29478,12/01/2020 11:05:54,21,HR/EN/0464,11/30/2020 17:02:31,,NULL,in,NULL,NULL,0,15,NULL,NULL,,0,-1,NULL,NULL,NULL,NULL,12/01/2020 11:05:54,NULL,NULL,0,0
82482,12/01/2020 12:30:20,19,HR/EN/0554,11/30/2020 17:02:12,,NULL,in,NULL,NULL,0,15,NULL,NULL,,0,-1,NULL,NULL,NULL,NULL,12/01/2020 12:30:20,NULL,NULL,0,0
82481,12/01/2020 12:30:20,19,HR/EN/0554,11/30/2020 17:02:09,,NULL,in,NULL,NULL,0,15,NULL,NULL,,0,-1,NULL,NULL,NULL,NULL,12/01/2020 12:30:20,NULL,NULL,0,0
82480,12/01/2020 12:30:20,19,HR/EN/0554,11/30/2020 17:02:06,,NULL,in,NULL,NULL,0,15,NULL,NULL,,0,-1,NULL,NULL,NULL,NULL,12/01/2020 12:30:20,NULL,NULL,0,0
18537,12/01/2020 10:50:15,31,HR/EN/0080,11/30/2020 17:01:13,,NULL,in,NULL,NULL,0,15,NULL,NULL,,0,-1,NULL,NULL,NULL,NULL,12/01/2020 10:50:15,NULL,NULL,0,0
18536,12/01/2020 10:50:15,31,HR/EN/0080,11/30/2020 17:01:11,,NULL,in,NULL,NULL,0,15,NULL,NULL,,0,-1,NULL,NULL,NULL,NULL,12/01/2020 10:50:15,NULL,NULL,0,0
18535,12/01/2020 10:50:15,31,HR/EN/0080,11/30/2020 17:01:09,,NULL,in,NULL,NULL,0,15,NULL,NULL,,0,-1,NULL,NULL,NULL,NULL,12/01/2020 10:50:15,NULL,NULL,0,0
18534,12/01/2020 10:50:15,31,HR/EN/0080,11/30/2020 17:01:04,,NULL,in,NULL,NULL,0,15,NULL,NULL,,0,-1,NULL,NULL,NULL,NULL,12/01/2020 10:50:15,NULL,NULL,0,0
31548,12/01/2020 11:07:41,36,HR/EN/0510,11/30/2020 17:01:01,,NULL,in,NULL,NULL,0,15,NULL,NULL,,0,-1,NULL,NULL,NULL,NULL,12/01/2020 11:07:41,NULL,NULL,0,0
31547,12/01/2020 11:07:41,36,HR/EN/0510,11/30/2020 17:00:59,,NULL,in,NULL,NULL,0,15,NULL,NULL,,0,-1,NULL,NULL,NULL,NULL,12/01/2020 11:07:41,NULL,NULL,0,0
31546,12/01/2020 11:07:41,36,HR/EN/0510,11/30/2020 17:00:56,,NULL,in,NULL,NULL,0,15,NULL,NULL,,0,-1,NULL,NULL,NULL,NULL,12/01/2020 11:07:41,NULL,NULL,0,0
31545,12/01/2020 11:07:41,36,HR/EN/0510,11/30/2020 17:00:54,,NULL,in,NULL,NULL,0,15,NULL,NULL,,0,-1,NULL,NULL,NULL,NULL,12/01/2020 11:07:41,NULL,NULL,0,0
82479,12/01/2020 12:30:20,19,HR/EN/1721,11/30/2020 17:00:22,,NULL,in,NULL,NULL,0,15,NULL,NULL,,0,-1,NULL,NULL,NULL,NULL,12/01/2020 12:30:20,NULL,NULL,0,0
31544,12/01/2020 11:07:41,36,HR/EN/0013,11/30/2020 17:00:22,,NULL,in,NULL,NULL,0,15,NULL,NULL,,0,-1,NULL,NULL,NULL,NULL,12/01/2020 11:07:41,NULL,NULL,0,0
31543,12/01/2020 11:07:41,36,HR/EN/0013,11/30/2020 17:00:20,,NULL,in,NULL,NULL,0,15,NULL,NULL,,0,-1,NULL,NULL,NULL,NULL,12/01/2020 11:07:41,NULL,NULL,0,0
31542,12/01/2020 11:07:41,36,HR/EN/0013,11/30/2020 17:00:18,,NULL,in,NULL,NULL,0,15,NULL,NULL,,0,-1,NULL,NULL,NULL,NULL,12/01/2020 11:07:41,NULL,NULL,0,0
18533,12/01/2020 10:50:15,31,HR/EN/0080,11/30/2020 17:00:10,,NULL,in,NULL,NULL,0,15,NULL,NULL,,0,-1,NULL,NULL,NULL,NULL,12/01/2020 10:50:15,NULL,NULL,0,0
18532,12/01/2020 10:50:15,31,HR/EN/0080,11/30/2020 17:00:08,,NULL,in,NULL,NULL,0,15,NULL,NULL,,0,-1,NULL,NULL,NULL,NULL,12/01/2020 10:50:15,NULL,NULL,0,0
17772,12/01/2020 10:49:06,27,HR/EN/1980,11/30/2020 16:56:08,,NULL,in,NULL,NULL,0,4,NULL,NULL,,0,-1,NULL,NULL,NULL,NULL,12/01/2020 10:49:06,NULL,NULL,0,0
17771,12/01/2020 10:49:06,27,HR/EN/1980,11/30/2020 16:56:07,,NULL,in,NULL,NULL,0,4,NULL,NULL,,0,-1,NULL,NULL,NULL,NULL,12/01/2020 10:49:06,NULL,NULL,0,0
17770,12/01/2020 10:49:06,27,HR/EN/1980,11/30/2020 16:56:02,,NULL,in,NULL,NULL,0,4,NULL,NULL,,0,-1,NULL,NULL,NULL,NULL,12/01/2020 10:49:06,NULL,NULL,0,0
37166,12/01/2020 11:20:09,25,HR/EN/1598,11/30/2020 16:54:13,,NULL,in,NULL,NULL,0,15,NULL,NULL,,0,-1,NULL,NULL,NULL,NULL,12/01/2020 11:20:09,NULL,NULL,0,0
37165,12/01/2020 11:20:09,25,HR/EN/1598,11/30/2020 16:54:11,,NULL,in,NULL,NULL,0,15,NULL,NULL,,0,-1,NULL,NULL,NULL,NULL,12/01/2020 11:20:09,NULL,NULL,0,0
37164,12/01/2020 11:20:09,25,HR/EN/1598,11/30/2020 16:54:03,,NULL,in,NULL,NULL,0,15,NULL,NULL,,0,-1,NULL,NULL,NULL,NULL,12/01/2020 11:20:09,NULL,NULL,0,0
82478,12/01/2020 12:30:20,19,PUC65,11/30/2020 16:53:32,,NULL,in,NULL,NULL,0,15,NULL,NULL,,0,-1,NULL,NULL,NULL,NULL,12/01/2020 12:30:20,NULL,NULL,0,0
37163,12/01/2020 11:20:09,25,HR/EN/1598,11/30/2020 16:53:27,,NULL,in,NULL,NULL,0,15,NULL,NULL,,0,-1,NULL,NULL,NULL,NULL,12/01/2020 11:20:09,NULL,NULL,0,0
37076,12/01/2020 11:19:50,25,HR/EN/1598,11/30/2020 16:53:24,,NULL,in,NULL,NULL,0,15,NULL,NULL,,0,-1,NULL,NULL,NULL,NULL,12/01/2020 11:19:50,NULL,NULL,0,0
82477,12/01/2020 12:30:20,19,PUC65,11/30/2020 16:53:22,,NULL,in,NULL,NULL,0,15,NULL,NULL,,0,-1,NULL,NULL,NULL,NULL,12/01/2020 12:30:20,NULL,NULL,0,0
37075,12/01/2020 11:19:50,25,HR/EN/1598,11/30/2020 16:53:20,,NULL,in,NULL,NULL,0,15,NULL,NULL,,0,-1,NULL,NULL,NULL,NULL,12/01/2020 11:19:50,NULL,NULL,0,0
37074,12/01/2020 11:19:50,25,HR/EN/1598,11/30/2020 16:53:15,,NULL,in,NULL,NULL,0,15,NULL,NULL,,0,-1,NULL,NULL,NULL,NULL,12/01/2020 11:19:50,NULL,NULL,0,0
82476,12/01/2020 12:30:20,19,HR/EN/1047,11/30/2020 16:51:59,,NULL,in,NULL,NULL,0,15,NULL,NULL,,0,-1,NULL,NULL,NULL,NULL,12/01/2020 12:30:20,NULL,NULL,0,0
82475,12/01/2020 12:30:20,19,HR/EN/1047,11/30/2020 16:51:56,,NULL,in,NULL,NULL,0,15,NULL,NULL,,0,-1,NULL,NULL,NULL,NULL,12/01/2020 12:30:20,NULL,NULL,0,0
82474,12/01/2020 12:30:20,19,HR/EN/1047,11/30/2020 16:51:53,,NULL,in,NULL,NULL,0,15,NULL,NULL,,0,-1,NULL,NULL,NULL,NULL,12/01/2020 12:30:20,NULL,NULL,0,0
82473,12/01/2020 12:30:20,19,7001,11/30/2020 16:51:39,,NULL,in,NULL,NULL,0,15,NULL,NULL,,0,-1,NULL,NULL,NULL,NULL,12/01/2020 12:30:20,NULL,NULL,0,0
32420,12/01/2020 11:09:22,22,HR/EN/0056,11/30/2020 16:50:54,,NULL,in,NULL,NULL,0,15,NULL,NULL,,0,-1,NULL,NULL,NULL,NULL,12/01/2020 11:09:22,NULL,NULL,0,0
32419,12/01/2020 11:09:22,22,HR/EN/0056,11/30/2020 16:50:51,,NULL,in,NULL,NULL,0,15,NULL,NULL,,0,-1,NULL,NULL,NULL,NULL,12/01/2020 11:09:22,NULL,NULL,0,0
20573,12/01/2020 10:52:11,30,1679,11/30/2020 16:49:21,,NULL,out,NULL,NULL,4,15,NULL,NULL,,0,-1,NULL,NULL,NULL,NULL,12/01/2020 10:52:11,NULL,NULL,0,0
20572,12/01/2020 10:52:11,30,1679,11/30/2020 16:49:19,,NULL,out,NULL,NULL,4,15,NULL,NULL,,0,-1,NULL,NULL,NULL,NULL,12/01/2020 10:52:11,NULL,NULL,0,0
20571,12/01/2020 10:52:11,30,1679,11/30/2020 16:49:17,,NULL,out,NULL,NULL,4,15,NULL,NULL,,0,-1,NULL,NULL,NULL,NULL,12/01/2020 10:52:11,NULL,NULL,0,0
32418,12/01/2020 11:09:22,22,HR/EN/0002,11/30/2020 16:48:18,,NULL,in,NULL,NULL,0,15,NULL,NULL,,0,-1,NULL,NULL,NULL,NULL,12/01/2020 11:09:22,NULL,NULL,0,0
32417,12/01/2020 11:09:22,22,HR/EN/0002,11/30/2020 16:48:12,,NULL,in,NULL,NULL,0,15,NULL,NULL,,0,-1,NULL,NULL,NULL,NULL,12/01/2020 11:09:22,NULL,NULL,0,0
82472,12/01/2020 12:30:20,19,HR/EN/1573,11/30/2020 16:48:12,,NULL,in,NULL,NULL,0,15,NULL,NULL,,0,-1,NULL,NULL,NULL,NULL,12/01/2020 12:30:20,NULL,NULL,0,0
82471,12/01/2020 12:30:17,19,HR/EN/1573,11/30/2020 16:48:09,,NULL,in,NULL,NULL,0,15,NULL,NULL,,0,-1,NULL,NULL,NULL,NULL,12/01/2020 12:30:17,NULL,NULL,0,0
32416,12/01/2020 11:09:22,22,HR/EN/0002,11/30/2020 16:48:01,,NULL,in,NULL,NULL,0,15,NULL,NULL,,0,-1,NULL,NULL,NULL,NULL,12/01/2020 11:09:22,NULL,NULL,0,0
32415,12/01/2020 11:09:22,22,HR/EN/1247,11/30/2020 16:46:14,,NULL,in,NULL,NULL,0,15,NULL,NULL,,0,-1,NULL,NULL,NULL,NULL,12/01/2020 11:09:22,NULL,NULL,0,0
31541,12/01/2020 11:07:41,36,HR/EN/1325,11/30/2020 16:45:23,,NULL,in,NULL,NULL,0,15,NULL,NULL,,0,-1,NULL,NULL,NULL,NULL,12/01/2020 11:07:41,NULL,NULL,0,0
31540,12/01/2020 11:07:41,36,HR/EN/1325,11/30/2020 16:45:21,,NULL,in,NULL,NULL,0,15,NULL,NULL,,0,-1,NULL,NULL,NULL,NULL,12/01/2020 11:07:41,NULL,NULL,0,0
31539,12/01/2020 11:07:41,36,HR/EN/1325,11/30/2020 16:45:19,,NULL,in,NULL,NULL,0,15,NULL,NULL,,0,-1,NULL,NULL,NULL,NULL,12/01/2020 11:07:41,NULL,NULL,0,0
37073,12/01/2020 11:19:50,25,HR/EN/1574,11/30/2020 16:43:08,,NULL,in,NULL,NULL,0,15,NULL,NULL,,0,-1,NULL,NULL,NULL,NULL,12/01/2020 11:19:50,NULL,NULL,0,0
37072,12/01/2020 11:19:50,25,HR/EN/1574,11/30/2020 16:43:05,,NULL,in,NULL,NULL,0,15,NULL,NULL,,0,-1,NULL,NULL,NULL,NULL,12/01/2020 11:19:50,NULL,NULL,0,0
37071,12/01/2020 11:19:50,25,HR/EN/1574,11/30/2020 16:42:43,,NULL,in,NULL,NULL,0,15,NULL,NULL,,0,-1,NULL,NULL,NULL,NULL,12/01/2020 11:19:50,NULL,NULL,0,0
37070,12/01/2020 11:19:50,25,HR/EN/1574,11/30/2020 16:42:41,,NULL,in,NULL,NULL,0,15,NULL,NULL,,0,-1,NULL,NULL,NULL,NULL,12/01/2020 11:19:50,NULL,NULL,0,0
82470,12/01/2020 12:30:17,19,HR/EN/1737,11/30/2020 16:42:12,,NULL,in,NULL,NULL,0,15,NULL,NULL,,0,-1,NULL,NULL,NULL,NULL,12/01/2020 12:30:17,NULL,NULL,0,0
29477,12/01/2020 11:05:54,21,HR/EN/1480,11/30/2020 16:42:11,,NULL,in,NULL,NULL,0,15,NULL,NULL,,0,-1,NULL,NULL,NULL,NULL,12/01/2020 11:05:54,NULL,NULL,0,0
82469,12/01/2020 12:30:17,19,HR/EN/1737,11/30/2020 16:42:09,,NULL,in,NULL,NULL,0,15,NULL,NULL,,0,-1,NULL,NULL,NULL,NULL,12/01/2020 12:30:17,NULL,NULL,0,0
37069,12/01/2020 11:19:50,25,HR/EN/1373,11/30/2020 16:42:01,,NULL,in,NULL,NULL,0,15,NULL,NULL,,0,-1,NULL,NULL,NULL,NULL,12/01/2020 11:19:50,NULL,NULL,0,0
29476,12/01/2020 11:05:54,21,HR/EN/1480,11/30/2020 16:42:00,,NULL,in,NULL,NULL,0,15,NULL,NULL,,0,-1,NULL,NULL,NULL,NULL,12/01/2020 11:05:54,NULL,NULL,0,0
37068,12/01/2020 11:19:50,25,HR/EN/1373,11/30/2020 16:41:58,,NULL,in,NULL,NULL,0,15,NULL,NULL,,0,-1,NULL,NULL,NULL,NULL,12/01/2020 11:19:50,NULL,NULL,0,0
37067,12/01/2020 11:19:50,25,HR/EN/1253,11/30/2020 16:41:49,,NULL,in,NULL,NULL,0,15,NULL,NULL,,0,-1,NULL,NULL,NULL,NULL,12/01/2020 11:19:50,NULL,NULL,0,0
37066,12/01/2020 11:19:50,25,HR/EN/1253,11/30/2020 16:41:47,,NULL,in,NULL,NULL,0,15,NULL,NULL,,0,-1,NULL,NULL,NULL,NULL,12/01/2020 11:19:50,NULL,NULL,0,0
37065,12/01/2020 11:19:50,25,HR/EN/1253,11/30/2020 16:41:45,,NULL,in,NULL,NULL,0,15,NULL,NULL,,0,-1,NULL,NULL,NULL,NULL,12/01/2020 11:19:50,NULL,NULL,0,0
82468,12/01/2020 12:30:17,19,HR/EN/1218,11/30/2020 16:40:51,,NULL,in,NULL,NULL,0,15,NULL,NULL,,0,-1,NULL,NULL,NULL,NULL,12/01/2020 12:30:17,NULL,NULL,0,0
82467,12/01/2020 12:30:17,19,HR/EN/1218,11/30/2020 16:40:48,,NULL,in,NULL,NULL,0,15,NULL,NULL,,0,-1,NULL,NULL,NULL,NULL,12/01/2020 12:30:17,NULL,NULL,0,0
82466,12/01/2020 12:30:17,19,HR/EN/1218,11/30/2020 16:40:44,,NULL,in,NULL,NULL,0,15,NULL,NULL,,0,-1,NULL,NULL,NULL,NULL,12/01/2020 12:30:17,NULL,NULL,0,0
32414,12/01/2020 11:09:22,22,HR/EN/1493,11/30/2020 16:39:13,,NULL,in,NULL,NULL,0,15,NULL,NULL,,0,-1,NULL,NULL,NULL,NULL,12/01/2020 11:09:22,NULL,NULL,0,0
32413,12/01/2020 11:09:22,22,HR/EN/1493,11/30/2020 16:39:11,,NULL,in,NULL,NULL,0,15,NULL,NULL,,0,-1,NULL,NULL,NULL,NULL,12/01/2020 11:09:22,NULL,NULL,0,0
30674,12/01/2020 11:06:48,24,HR/EN/0323,11/30/2020 16:38:56,,NULL,in,NULL,NULL,0,15,NULL,NULL,,0,-1,NULL,NULL,NULL,NULL,12/01/2020 11:06:48,NULL,NULL,0,0
30673,12/01/2020 11:06:48,24,HR/EN/0323,11/30/2020 16:38:54,,NULL,in,NULL,NULL,0,15,NULL,NULL,,0,-1,NULL,NULL,NULL,NULL,12/01/2020 11:06:48,NULL,NULL,0,0
30672,12/01/2020 11:06:48,24,HR/EN/0323,11/30/2020 16:38:52,,NULL,in,NULL,NULL,0,15,NULL,NULL,,0,-1,NULL,NULL,NULL,NULL,12/01/2020 11:06:48,NULL,NULL,0,0
43805,12/01/2020 11:27:06,23,HR/EN/1734,11/30/2020 16:38:15,,NULL,in,NULL,NULL,0,15,NULL,NULL,,0,-1,NULL,NULL,NULL,NULL,12/01/2020 11:27:06,NULL,NULL,0,0
43804,12/01/2020 11:27:06,23,HR/EN/1734,11/30/2020 16:38:12,,NULL,in,NULL,NULL,0,15,NULL,NULL,,0,-1,NULL,NULL,NULL,NULL,12/01/2020 11:27:06,NULL,NULL,0,0
82465,12/01/2020 12:30:17,19,PUC77,11/30/2020 16:37:47,,NULL,in,NULL,NULL,0,15,NULL,NULL,,0,-1,NULL,NULL,NULL,NULL,12/01/2020 12:30:17,NULL,NULL,0,0
82464,12/01/2020 12:30:17,19,PUC77,11/30/2020 16:37:44,,NULL,in,NULL,NULL,0,15,NULL,NULL,,0,-1,NULL,NULL,NULL,NULL,12/01/2020 12:30:17,NULL,NULL,0,0
43803,12/01/2020 11:27:06,23,HR/EN/0979,11/30/2020 16:36:45,,NULL,in,NULL,NULL,0,15,NULL,NULL,,0,-1,NULL,NULL,NULL,NULL,12/01/2020 11:27:06,NULL,NULL,0,0
43802,12/01/2020 11:27:06,23,HR/EN/0979,11/30/2020 16:36:43,,NULL,in,NULL,NULL,0,15,NULL,NULL,,0,-1,NULL,NULL,NULL,NULL,12/01/2020 11:27:06,NULL,NULL,0,0
43801,12/01/2020 11:27:06,23,HR/EN/0979,11/30/2020 16:36:41,,NULL,in,NULL,NULL,0,15,NULL,NULL,,0,-1,NULL,NULL,NULL,NULL,12/01/2020 11:27:06,NULL,NULL,0,0
43800,12/01/2020 11:27:06,23,HR/EN/0979,11/30/2020 16:36:36,,NULL,in,NULL,NULL,0,15,NULL,NULL,,0,-1,NULL,NULL,NULL,NULL,12/01/2020 11:27:06,NULL,NULL,0,0
43799,12/01/2020 11:27:06,23,HR/EN/0979,11/30/2020 16:36:34,,NULL,in,NULL,NULL,0,15,NULL,NULL,,0,-1,NULL,NULL,NULL,NULL,12/01/2020 11:27:06,NULL,NULL,0,0
43798,12/01/2020 11:27:06,23,HR/EN/0979,11/30/2020 16:36:32,,NULL,in,NULL,NULL,0,15,NULL,NULL,,0,-1,NULL,NULL,NULL,NULL,12/01/2020 11:27:06,NULL,NULL,0,0
43797,12/01/2020 11:27:06,23,HR/EN/0979,11/30/2020 16:36:30,,NULL,in,NULL,NULL,0,15,NULL,NULL,,0,-1,NULL,NULL,NULL,NULL,12/01/2020 11:27:06,NULL,NULL,0,0
43796,12/01/2020 11:27:06,23,HR/EN/0979,11/30/2020 16:36:27,,NULL,in,NULL,NULL,0,15,NULL,NULL,,0,-1,NULL,NULL,NULL,NULL,12/01/2020 11:27:06,NULL,NULL,0,0
43795,12/01/2020 11:27:06,23,HR/EN/0979,11/30/2020 16:36:25,,NULL,in,NULL,NULL,0,15,NULL,NULL,,0,-1,NULL,NULL,NULL,NULL,12/01/2020 11:27:06,NULL,NULL,0,0
30671,12/01/2020 11:06:48,24,HR/EN/1731,11/30/2020 16:34:06,,NULL,in,NULL,NULL,0,15,NULL,NULL,,0,-1,NULL,NULL,NULL,NULL,12/01/2020 11:06:48,NULL,NULL,0,0
30670,12/01/2020 11:06:48,24,HR/EN/1731,11/30/2020 16:34:04,,NULL,in,NULL,NULL,0,15,NULL,NULL,,0,-1,NULL,NULL,NULL,NULL,12/01/2020 11:06:48,NULL,NULL,0,0
32412,12/01/2020 11:09:22,22,HR/EN/1493,11/30/2020 16:33:51,,NULL,in,NULL,NULL,0,15,NULL,NULL,,0,-1,NULL,NULL,NULL,NULL,12/01/2020 11:09:22,NULL,NULL,0,0
32411,12/01/2020 11:09:22,22,HR/EN/1493,11/30/2020 16:33:48,,NULL,in,NULL,NULL,0,15,NULL,NULL,,0,-1,NULL,NULL,NULL,NULL,12/01/2020 11:09:22,NULL,NULL,0,0
32410,12/01/2020 11:09:22,22,HR/EN/1493,11/30/2020 16:33:46,,NULL,in,NULL,NULL,0,15,NULL,NULL,,0,-1,NULL,NULL,NULL,NULL,12/01/2020 11:09:22,NULL,NULL,0,0
32409,12/01/2020 11:09:22,22,HR/EN/1493,11/30/2020 16:33:44,,NULL,in,NULL,NULL,0,15,NULL,NULL,,0,-1,NULL,NULL,NULL,NULL,12/01/2020 11:09:22,NULL,NULL,0,0
82463,12/01/2020 12:30:17,19,PUC69,11/30/2020 16:33:02,,NULL,in,NULL,NULL,0,15,NULL,NULL,,0,-1,NULL,NULL,NULL,NULL,12/01/2020 12:30:17,NULL,NULL,0,0
82462,12/01/2020 12:30:17,19,PUC69,11/30/2020 16:32:58,,NULL,in,NULL,NULL,0,15,NULL,NULL,,0,-1,NULL,NULL,NULL,NULL,12/01/2020 12:30:17,NULL,NULL,0,0
30669,12/01/2020 11:06:48,24,HR/EN/1731,11/30/2020 16:32:49,,NULL,in,NULL,NULL,0,15,NULL,NULL,,0,-1,NULL,NULL,NULL,NULL,12/01/2020 11:06:48,NULL,NULL,0,0
30668,12/01/2020 11:06:48,24,HR/EN/1731,11/30/2020 16:32:47,,NULL,in,NULL,NULL,0,15,NULL,NULL,,0,-1,NULL,NULL,NULL,NULL,12/01/2020 11:06:48,NULL,NULL,0,0
82461,12/01/2020 12:30:17,19,HR/EN/0029,11/30/2020 16:32:23,,NULL,in,NULL,NULL,0,15,NULL,NULL,,0,-1,NULL,NULL,NULL,NULL,12/01/2020 12:30:17,NULL,NULL,0,0
82460,12/01/2020 12:30:17,19,HR/EN/0029,11/30/2020 16:32:20,,NULL,in,NULL,NULL,0,15,NULL,NULL,,0,-1,NULL,NULL,NULL,NULL,12/01/2020 12:30:17,NULL,NULL,0,0
32408,12/01/2020 11:09:22,22,HR/EN/1014,11/30/2020 16:32:15,,NULL,in,NULL,NULL,0,15,NULL,NULL,,0,-1,NULL,NULL,NULL,NULL,12/01/2020 11:09:22,NULL,NULL,0,0
32407,12/01/2020 11:09:22,22,HR/EN/1014,11/30/2020 16:32:13,,NULL,in,NULL,NULL,0,15,NULL,NULL,,0,-1,NULL,NULL,NULL,NULL,12/01/2020 11:09:22,NULL,NULL,0,0
32406,12/01/2020 11:09:22,22,HR/EN/1014,11/30/2020 16:32:11,,NULL,in,NULL,NULL,0,15,NULL,NULL,,0,-1,NULL,NULL,NULL,NULL,12/01/2020 11:09:22,NULL,NULL,0,0
32405,12/01/2020 11:09:22,22,HR/EN/1014,11/30/2020 16:32:09,,NULL,in,NULL,NULL,0,15,NULL,NULL,,0,-1,NULL,NULL,NULL,NULL,12/01/2020 11:09:22,NULL,NULL,0,0
32404,12/01/2020 11:09:22,22,HR/EN/1014,11/30/2020 16:32:07,,NULL,in,NULL,NULL,0,15,NULL,NULL,,0,-1,NULL,NULL,NULL,NULL,12/01/2020 11:09:22,NULL,NULL,0,0
31538,12/01/2020 11:07:41,36,HR/EN/1596,11/30/2020 16:30:49,,NULL,in,NULL,NULL,0,15,NULL,NULL,,0,-1,NULL,NULL,NULL,NULL,12/01/2020 11:07:41,NULL,NULL,0,0
